what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.101.v20110815-1419,"org.eclipse.equinox.p2.artifact.repository",1416987697906
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1416987697906
started,bundle,org.eclipse.equinox.p2.director,2.1.1.v20111126-0211,"org.eclipse.equinox.p2.director",1416987697906
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1416987697906
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1416987697906
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110815-1419,"org.eclipse.equinox.p2.extensionlocation",1416987697906
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1416987697906
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1416987697906
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1416987697906
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1416987697906
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110815-1438,"org.eclipse.equinox.p2.publisher.eclipse",1416987697906
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1416987697906
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1416987697906
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1416987697906
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1416987697906
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1416987697906
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1416987697906
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.updatesite",1416987697906
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1416987697906
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1416987697906
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1416987697906
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1416987697906
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1416987697906
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1416987697906
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1416987697906
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1416987697906
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1416987697906
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1416987697921
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1416987697921
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1416987697921
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1416987697921
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1416987697921
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1416987697921
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1416987697921
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1416987697921
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1416987697921
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1416987697921
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1416987697921
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1416987697921
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1416987697921
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1416987697921
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1416987697921
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1416987697921
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1416987697921
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1416987697921
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1416987697921
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1416987697921
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1416987697921
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1416987697921
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1416987697921
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1416987697921
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1416987697921
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1416987697921
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1416987697921
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1416987697921
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1416987697921
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1416987697921
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1416987697921
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1416987697921
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1416987697937
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1416987697937
started,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1416987697937
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1416987697937
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1416987697937
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1416987697937
os,sysinfo,,,"win32",1416987697937
arch,sysinfo,,,"x86",1416987697937
ws,sysinfo,,,"win32",1416987697937
locale,sysinfo,,,"zh_CN",1416987697937
processors,sysinfo,,,"2",1416987697937
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1416987697937
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1416987697937
java.specification.name,sysinfo,,,"Java Platform API Specification",1416987697937
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1416987697937
java.specification.version,sysinfo,,,"1.6",1416987697937
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1416987697937
java.version,sysinfo,,,"1.6.0_23",1416987697937
java.vm.info,sysinfo,,,"mixed mode",1416987697937
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1416987697937
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1416987697937
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1416987697937
java.vm.specification.version,sysinfo,,,"1.0",1416987697937
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1416987697937
java.vm.version,sysinfo,,,"19.0-b09",1416987697937
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1416987698500
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1416987705609
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1416987705921
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1416987706062
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1416987706062
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1416987706062
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1416987706062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987706421
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1416987756531
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1416987756562
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1416987756953
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1416987758296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987763921
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1416987766015
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1416987766015
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1416987778171
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1416987778250
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1416987778625
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1416987788343
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1416987789250
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1416987789265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987789968
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1416987796093
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1416987796109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987812812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1416987812828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987813093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987818328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987832265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987841031
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1416987853796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1416987901687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1416987902171
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1416987913687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1416987919609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1416987921828
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1416987946828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987949312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987956812
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1416987956921
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1416987959156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987964406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987970296
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1416987971343
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1416987971359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987971625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987979171
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1416987980875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987981328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416987993484
error,log,,,"No Byte Stream Services found for Nios II Console View",1416987994328
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1416987994390
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1416987994421
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, /cygdrive/e/E5_SOPC/software/Test/Test.elf] return code: 4, 'other error'",1416988006125
error,log,,,"Downloading ELF Process failed",1416988006125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988006171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988012656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988018000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988021312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988022437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988022453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988022500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988029953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988030296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988030375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988031156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988031171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988031218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988032125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988047859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988049671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988052593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988054718
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1416988055500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988057609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988063312
error,log,,,"No Byte Stream Services found for Nios II Console View",1416988064093
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1416988069093
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, /cygdrive/e/E5_SOPC/software/Test/Test.elf] return code: 4, 'other error'",1416988075750
error,log,,,"Downloading ELF Process failed",1416988075750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988075750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988082578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988089156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988089859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988091968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988094078
error,log,,,"No Byte Stream Services found for Nios II Console View",1416988094859
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, /cygdrive/e/E5_SOPC/software/Test/Test.elf] return code: 4, 'other error'",1416988106562
error,log,,,"Downloading ELF Process failed",1416988106562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988106562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988109703
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1416988112718
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1416988125671
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1416988125781
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1416988126281
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1416988126281
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1416988126281
stopped,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1416988126281
stopped,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1416988126281
stopped,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1416988126281
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1416988126281
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1416988126281
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1416988126281
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1416988126281
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1416988126281
stopped,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1416988126281
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1416988126281
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1416988126281
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1416988126281
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1416988126296
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1416988126296
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1416988126296
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1416988126296
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1416988126296
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1416988126296
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1416988126296
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1416988126296
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1416988126296
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1416988126296
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1416988126296
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1416988126296
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1416988126296
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1416988126296
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1416988126296
stopped,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1416988126296
stopped,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1416988126296
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1416988126296
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1416988126296
stopped,bundle,com.altera.sbtgui.flash.plugin,13.1.0.162,"com.altera.sbtgui.flash.plugin",1416988126296
stopped,bundle,com.altera.sbtgui.gprof,13.1.0.162,"com.altera.sbtgui.gprof",1416988126296
stopped,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1416988126296
